rule_id,compliance_id,jurisdiction_id,authority_id,governing_law,form_code,applicability_text,turnover_basis,employee_basis,effective_from,effective_to,tax_period,frequency,deadline_text,deadline_json,exceptions_text,verification_status,automation_enabled,checked_on,compliance_name,department_id,obligation_kind,scope_level,trigger_types,entity_types,documents,application_url,filing_mode,physical_submission,applicant_visit,inspection,process_notes,source_urls
C037-V1,C037,IN,AUTH-NGO,Indian Partnership Act 1932,,Partnership Firm,N/A,N/A,,,,Event-based,Within a reasonable time of change (varies by state),"{""type"": ""manual_review""}","Imported rule: unresolved fields require verification. Original notes, process claims and penalties are preserved unchanged in legacy_rows.",imported_unverified,0,2026-09-14,Partnership Deed Amendment Intimation,MCA,mandatory_if_applicable,state_framework,director_partner,partnership,"Supplementary deed, amended partner details",,unverified,unverified,unverified,unverified,"Imported rule: unresolved fields require verification. Original notes, process claims and penalties are preserved unchanged in legacy_rows.",
C038-V1,C038,IN,AUTH-NGO,Indian Trusts Act 1882 / State Public Trust Acts,,NGO (Trust/Society/Section 8),N/A,N/A,,,,One-time,At formation,"{""type"": ""manual_review""}","Imported rule: unresolved fields require verification. Original notes, process claims and penalties are preserved unchanged in legacy_rows.",imported_unverified,0,2026-09-14,Trust Deed Registration,NGO,mandatory_if_applicable,state_framework,director_partner,section8|society|trust,"Trust deed, settlor/trustee ID & address proof, registered office proof",,unverified,unverified,unverified,unverified,"Imported rule: unresolved fields require verification. Original notes, process claims and penalties are preserved unchanged in legacy_rows.",
C039-V1,C039,IN,AUTH-NGO,Societies Registration Act 1860 (state amendments),,NGO (Trust/Society/Section 8),N/A,N/A,,,,One-time,At formation,"{""type"": ""manual_review""}","Imported rule: unresolved fields require verification. Original notes, process claims and penalties are preserved unchanged in legacy_rows.",imported_unverified,0,2026-09-14,Society Registration,NGO,mandatory_if_applicable,state_framework,director_partner,section8|society|trust,"Memorandum of Association, rules & regulations, governing body ID proof",,unverified,unverified,unverified,unverified,"Imported rule: unresolved fields require verification. Original notes, process claims and penalties are preserved unchanged in legacy_rows.",
C040-V1,C040,IN,AUTH-NGO,"Companies Act 2013, Sec 8",,NGO (Trust/Society/Section 8),N/A,N/A,,,,One-time,N/A,"{""type"": ""manual_review""}","Imported rule: unresolved fields require verification. Original notes, process claims and penalties are preserved unchanged in legacy_rows.",researched_partial,0,2026-09-14,Section 8 Company Incorporation,NGO,mandatory_if_applicable,central,director_partner,section8|society|trust,"MOA/AOA (non-profit objects), director KYC, licence application",https://www.mca.gov.in/,online,unverified,unverified,unverified,"MCA21 electronic filing route. DSC, execution, foreign-document notarisation/apostille and hearing requirements depend on form and applicant; not verified here.",https://mca.gov.in/
C041-V1,C041,IN,AUTH-INCOME_TAX,"Income Tax Act 1961, Sec 12AB",,NGO (Trust/Society/Section 8),N/A,N/A,,,1961 Act periods / AY through 2026-27; check transitional provisions,"One-time, then renewal every 5 years",Renewal application at least 6 months before expiry,"{""type"": ""manual_review""}","Imported rule: unresolved fields require verification. Original notes, process claims and penalties are preserved unchanged in legacy_rows.",researched_partial,0,2026-09-14,12A/12AB Registration (Income Tax Exemption),INCOME_TAX,mandatory_if_applicable,central,industry,section8|society|trust,"Trust deed/registration certificate, activity report, financials",https://www.incometax.gov.in/,online,unverified,unverified,unverified,"Electronic services available; exact form, signatures and alternative filing routes require applicant/period review.",https://www.incometaxindia.gov.in/documents/d/guest/press-release-income-tax-act-2025-comes-into-force-from-01-april-2026-pdf
C042-V1,C042,IN,AUTH-INCOME_TAX,"Income Tax Act 1961, Sec 80G",,NGO (Trust/Society/Section 8),N/A,N/A,,,1961 Act periods / AY through 2026-27; check transitional provisions,"One-time, then renewal every 5 years",Along with/after 12AB renewal,"{""type"": ""manual_review""}","Imported rule: unresolved fields require verification. Original notes, process claims and penalties are preserved unchanged in legacy_rows.",researched_partial,0,2026-09-14,80G Registration (Donor Tax Benefit),INCOME_TAX,mandatory_if_applicable,central,industry,section8|society|trust,"12A certificate, activity proof, financials",https://www.incometax.gov.in/,online,unverified,unverified,unverified,"Electronic services available; exact form, signatures and alternative filing routes require applicant/period review.",https://www.incometaxindia.gov.in/documents/d/guest/press-release-income-tax-act-2025-comes-into-force-from-01-april-2026-pdf
C043-V1,C043,IN,AUTH-INCOME_TAX,"Income Tax Act 1961, Sec 12A(1)(b)",10B / 10BB,NGO (Trust/Society/Section 8),Mandatory if income before exemption exceeds basic exemption limit,N/A,,,1961 Act periods / AY through 2026-27; check transitional provisions,Annual,30 September (1 month before ITR-7 due date),"{""type"": ""manual_review""}","Imported rule: unresolved fields require verification. Original notes, process claims and penalties are preserved unchanged in legacy_rows.",researched_partial,0,2026-09-14,Form 10B / 10BB (NGO Audit Report),INCOME_TAX,mandatory_if_applicable,central,turnover,section8|society|trust,"Audited financials, application-of-income statement",https://www.incometax.gov.in/,online,unverified,unverified,unverified,"Electronic services available; exact form, signatures and alternative filing routes require applicant/period review.",https://www.incometaxindia.gov.in/documents/d/guest/press-release-income-tax-act-2025-comes-into-force-from-01-april-2026-pdf
C044-V1,C044,IN,AUTH-INCOME_TAX,Income Tax Act 1961,ITR-7,NGO (Trust/Society/Section 8),N/A,N/A,,,1961 Act periods / AY through 2026-27; check transitional provisions,Annual,31 October (audit cases),"{""type"": ""manual_review""}","Imported rule: unresolved fields require verification. Original notes, process claims and penalties are preserved unchanged in legacy_rows.",researched_partial,0,2026-09-14,ITR-7 (NGO Annual Return),INCOME_TAX,mandatory_if_applicable,central,date,section8|society|trust,"Audit report, income & application of funds statement",https://www.incometax.gov.in/,online,unverified,unverified,unverified,"Electronic services available; exact form, signatures and alternative filing routes require applicant/period review.",https://www.incometaxindia.gov.in/documents/d/guest/press-release-income-tax-act-2025-comes-into-force-from-01-april-2026-pdf
C045-V1,C045,IN,AUTH-NGO,Foreign Contribution (Regulation) Act 2010,,NGO (Trust/Society/Section 8) receiving foreign funds,N/A,N/A,,,,event_based,Before accepting foreign contribution where registration/prior permission is required; annual FC-4 is N007.,"{""type"": ""manual_review""}","Imported rule: unresolved fields require verification. Original notes, process claims and penalties are preserved unchanged in legacy_rows.",imported_unverified,0,2026-09-14,FCRA registration / prior permission before foreign contribution,NGO,mandatory_if_applicable,central,industry,section8|society|trust,"Trust/society deed, 3-year activity report, FCRA-designated bank account (SBI Delhi Main Branch)",,unverified,unverified,unverified,unverified,"Imported rule: unresolved fields require verification. Original notes, process claims and penalties are preserved unchanged in legacy_rows.",
C046-V1,C046,IN,AUTH-INCOME_TAX,Income Tax Act 1961,,All entity types,N/A,N/A,,,1961 Act periods / AY through 2026-27; check transitional provisions,One-time,Before first transaction requiring PAN,"{""type"": ""manual_review""}","Imported rule: unresolved fields require verification. Original notes, process claims and penalties are preserved unchanged in legacy_rows.",researched_partial,0,2026-09-14,PAN Application,INCOME_TAX,mandatory_if_applicable,central,director_partner,sole_proprietor|partnership|llp|private_company|public_company|trust|society|section8|other,"Identity proof, address proof, photo (for individuals)",https://www.incometax.gov.in/,online,unverified,unverified,unverified,"Electronic services available; exact form, signatures and alternative filing routes require applicant/period review.",https://www.incometaxindia.gov.in/documents/d/guest/press-release-income-tax-act-2025-comes-into-force-from-01-april-2026-pdf
C047-V1,C047,IN,AUTH-INCOME_TAX,"Income Tax Act 1961, Sec 203A",,All entities deducting/collecting TDS/TCS,N/A,N/A,,,1961 Act periods / AY through 2026-27; check transitional provisions,One-time,Before first TDS deduction,"{""type"": ""manual_review""}","Imported rule: unresolved fields require verification. Original notes, process claims and penalties are preserved unchanged in legacy_rows.",researched_partial,0,2026-09-14,TAN Application,INCOME_TAX,mandatory_if_applicable,central,director_partner,sole_proprietor|partnership|llp|private_company|public_company|trust|society|section8|other,"PAN of entity, address proof",https://www.incometax.gov.in/,online,unverified,unverified,unverified,"Electronic services available; exact form, signatures and alternative filing routes require applicant/period review.",https://www.incometaxindia.gov.in/documents/d/guest/press-release-income-tax-act-2025-comes-into-force-from-01-april-2026-pdf
C048-V1,C048,IN,AUTH-INCOME_TAX,"Income Tax Act 1961, Sec 139(1)",,"Sole Prop, Partnership, LLP, Pvt Ltd, Public Ltd",Below tax audit threshold,N/A,,,1961 Act periods / AY through 2026-27; check transitional provisions,Annual,"AY 2026-27: do not use one date for every non-audit taxpayer. Official guidance distinguishes 31 July and 31 August categories. Resolve business/professional income, entity type and applicable extensions before scheduling.","{""type"": ""manual_review""}","Imported rule: unresolved fields require verification. Original notes, process claims and penalties are preserved unchanged in legacy_rows.",researched_partial,0,2026-09-14,ITR Filing (Non-Audit Cases),INCOME_TAX,mandatory_if_applicable,central,date,llp|partnership|private_company|public_company|sole_proprietor,"Form 26AS/AIS, bank statements, P&L, balance sheet, investment proofs",https://www.incometax.gov.in/,online,unverified,unverified,unverified,"Electronic services available; exact form, signatures and alternative filing routes require applicant/period review.",https://www.incometaxindia.gov.in/documents/d/guest/press-release-income-tax-act-2025-comes-into-force-from-01-april-2026-pdf|https://www.incometax.gov.in/iec/foportal/help/all-topics/e-filing-services/income-tax-returns
C049-V1,C049,IN,AUTH-INCOME_TAX,"Income Tax Act 1961, Sec 139(1)",,"Sole Prop, Partnership, LLP, Pvt Ltd, Public Ltd",Above tax audit threshold or opted for audit,N/A,,,1961 Act periods / AY through 2026-27; check transitional provisions,Annual,31-Oct,"{""type"": ""manual_review""}","Income-tax audit, statutory audit and transfer-pricing categories have distinct return deadlines. An audit-report deadline is not the ITR deadline.",researched_partial,0,2026-09-14,ITR Filing (Audit Cases),INCOME_TAX,mandatory_if_applicable,central,turnover,llp|partnership|private_company|public_company|sole_proprietor,"Tax audit report (3CA/3CB-3CD), audited financials",https://www.incometax.gov.in/,online,unverified,unverified,unverified,"Electronic services available; exact form, signatures and alternative filing routes require applicant/period review.",https://www.incometaxindia.gov.in/documents/d/guest/press-release-income-tax-act-2025-comes-into-force-from-01-april-2026-pdf|https://www.incometax.gov.in/iec/foportal/node/11719
C050-V1,C050,IN,AUTH-INCOME_TAX,"Income Tax Act 1961, Sec 44AB (Sec 63 under new Income Tax Act 2025)",3CA / 3CB with 3CD,"Sole Prop, Partnership, LLP, Pvt Ltd, Public Ltd","Business: above INR 10000000, or above INR 100000000 where BOTH cash receipts and cash payments do not exceed 5%. Profession: general audit threshold above INR 5000000. Eligible presumptive professional treatment up to INR 7500000 can relieve audit only if all conditions are met; it is not a universal digital-receipts audit threshold.",N/A,,,1961 Act periods / AY through 2026-27; check transitional provisions,Annual,"For FY 2025-26 / AY 2026-27, Forms 3CA/3CB + 3CD; ordinary audit-report due date 30 September 2026, subject to category and extensions. New Tax Year 2026-27 uses Form 26.","{""type"": ""manual_review""}","Imported rule: unresolved fields require verification. Original notes, process claims and penalties are preserved unchanged in legacy_rows.",researched_partial,0,2026-09-14,Income-tax audit report,INCOME_TAX,mandatory_if_applicable,central,turnover,llp|partnership|private_company|public_company|sole_proprietor,"Books of accounts, GST reconciliation, MSME payment data (Clause 26A/44)",https://www.incometax.gov.in/,online,unverified,unverified,unverified,"Electronic services available; exact form, signatures and alternative filing routes require applicant/period review.",https://www.incometaxindia.gov.in/documents/d/guest/press-release-income-tax-act-2025-comes-into-force-from-01-april-2026-pdf|https://www.incometax.gov.in/iec/foportal/node/11719
