legacy_row_id,input_file,input_row_number,mapped_compliance_id,raw_json
S012,india_state_compliance_matrix.csv,13,,"{""State_UT"": ""Bihar"", ""Professional_Tax_Applicable"": ""Yes"", ""PT_Registration_Type"": ""PTEC/PTRC"", ""PT_Max_Annual_Amount"": ""Rs2,500/year (via slabs, Bihar levies at higher salary bands)"", ""PT_Return_Frequency"": ""Annual"", ""PT_Portal"": ""Bihar Commercial Tax portal (biharcommercialtax.gov.in)"", ""Shops_Establishment_Act"": ""Bihar Shops and Establishments Act"", ""SE_Registration_Mode"": ""Digital"", ""SE_Validity"": ""Periodic renewal (state-specific)"", ""SE_Portal"": ""Bihar Labour Resources Department portal"", ""Trade_Licence_Authority"": ""Municipal Corporation (city-specific)"", ""Trade_Licence_Mode"": ""Hybrid"", ""Notes"": """"}"
S013,india_state_compliance_matrix.csv,14,,"{""State_UT"": ""Jharkhand"", ""Professional_Tax_Applicable"": ""Yes"", ""PT_Registration_Type"": ""PTRC (employer) / PTEC"", ""PT_Max_Annual_Amount"": ""Rs2,500/year"", ""PT_Return_Frequency"": ""Monthly/Annual (varies)"", ""PT_Portal"": ""Jharkhand Commercial Taxes Dept portal"", ""Shops_Establishment_Act"": ""Jharkhand Shops and Establishments Act"", ""SE_Registration_Mode"": ""Digital"", ""SE_Validity"": ""Periodic renewal (state-specific)"", ""SE_Portal"": ""Jharkhand Labour Dept portal"", ""Trade_Licence_Authority"": ""Municipal Corporation (city-specific)"", ""Trade_Licence_Mode"": ""Hybrid"", ""Notes"": """"}"
S014,india_state_compliance_matrix.csv,15,,"{""State_UT"": ""Assam"", ""Professional_Tax_Applicable"": ""Yes"", ""PT_Registration_Type"": ""PTRC (employer) / PTEC"", ""PT_Max_Annual_Amount"": ""Rs2,500/year"", ""PT_Return_Frequency"": ""Monthly"", ""PT_Portal"": ""Assam Commercial Tax portal (tax.assam.gov.in)"", ""Shops_Establishment_Act"": ""Assam Shops and Establishments Act"", ""SE_Registration_Mode"": ""Digital"", ""SE_Validity"": ""Periodic renewal (state-specific)"", ""SE_Portal"": ""Assam Labour Welfare Dept portal"", ""Trade_Licence_Authority"": ""Municipal Board/Corporation (city-specific)"", ""Trade_Licence_Mode"": ""Hybrid"", ""Notes"": """"}"
S015,india_state_compliance_matrix.csv,16,,"{""State_UT"": ""Punjab"", ""Professional_Tax_Applicable"": ""No"", ""PT_Registration_Type"": ""N/A"", ""PT_Max_Annual_Amount"": ""N/A — PT not levied"", ""PT_Return_Frequency"": ""N/A"", ""PT_Portal"": ""N/A"", ""Shops_Establishment_Act"": ""Punjab Shops and Commercial Establishments Act 1958"", ""SE_Registration_Mode"": ""Digital (Punjab Labour Dept)"", ""SE_Validity"": ""Periodic renewal (state-specific)"", ""SE_Portal"": ""Punjab Labour Dept portal"", ""Trade_Licence_Authority"": ""Municipal Corporation (city-specific)"", ""Trade_Licence_Mode"": ""Hybrid"", ""Notes"": ""Punjab does not levy Professional Tax""}"
S016,india_state_compliance_matrix.csv,17,,"{""State_UT"": ""Uttar Pradesh"", ""Professional_Tax_Applicable"": ""No"", ""PT_Registration_Type"": ""N/A"", ""PT_Max_Annual_Amount"": ""N/A — PT not levied"", ""PT_Return_Frequency"": ""N/A"", ""PT_Portal"": ""N/A"", ""Shops_Establishment_Act"": ""UP Shops and Commercial Establishments Act 1962"", ""SE_Registration_Mode"": ""Digital (UP Labour Dept / Nivesh Mitra single window)"", ""SE_Validity"": ""Lifetime (no renewal, per 2026 amendment)"", ""SE_Portal"": ""https://shramsuvidha.up.gov.in / niveshmitra.up.nic.in"", ""Trade_Licence_Authority"": ""Nagar Nigam / Municipal Corporation (city-specific)"", ""Trade_Licence_Mode"": ""Hybrid"", ""Notes"": ""UP does not levy Professional Tax""}"
S017,india_state_compliance_matrix.csv,18,,"{""State_UT"": ""Haryana"", ""Professional_Tax_Applicable"": ""No"", ""PT_Registration_Type"": ""N/A"", ""PT_Max_Annual_Amount"": ""N/A — PT not levied"", ""PT_Return_Frequency"": ""N/A"", ""PT_Portal"": ""N/A"", ""Shops_Establishment_Act"": ""Punjab Shops and Commercial Establishments Act 1958 (as extended to Haryana)"", ""SE_Registration_Mode"": ""Digital (Haryana Labour Dept / Saral Haryana)"", ""SE_Validity"": ""Lifetime (no renewal, per 2026 amendment)"", ""SE_Portal"": ""https://saralharyana.gov.in"", ""Trade_Licence_Authority"": ""Municipal Corporation (city-specific)"", ""Trade_Licence_Mode"": ""Hybrid"", ""Notes"": ""Haryana does not levy Professional Tax""}"
S018,india_state_compliance_matrix.csv,19,,"{""State_UT"": ""Rajasthan"", ""Professional_Tax_Applicable"": ""No"", ""PT_Registration_Type"": ""N/A"", ""PT_Max_Annual_Amount"": ""N/A — PT not levied"", ""PT_Return_Frequency"": ""N/A"", ""PT_Portal"": ""N/A"", ""Shops_Establishment_Act"": ""Rajasthan Shops and Commercial Establishments Act 1958"", ""SE_Registration_Mode"": ""Digital (Rajasthan Labour Dept)"", ""SE_Validity"": ""Lifetime (no renewal, per 2026 amendment)"", ""SE_Portal"": ""https://labour.rajasthan.gov.in"", ""Trade_Licence_Authority"": ""Municipal Corporation/Council (city-specific)"", ""Trade_Licence_Mode"": ""Hybrid"", ""Notes"": ""Rajasthan does not levy Professional Tax""}"
S019,india_state_compliance_matrix.csv,20,,"{""State_UT"": ""Himachal Pradesh"", ""Professional_Tax_Applicable"": ""No"", ""PT_Registration_Type"": ""N/A"", ""PT_Max_Annual_Amount"": ""N/A — PT not levied"", ""PT_Return_Frequency"": ""N/A"", ""PT_Portal"": ""N/A"", ""Shops_Establishment_Act"": ""Himachal Pradesh Shops and Commercial Establishments Act 1969"", ""SE_Registration_Mode"": ""Digital/Hybrid (HP Labour Dept)"", ""SE_Validity"": ""Periodic renewal (state-specific)"", ""SE_Portal"": ""HP Labour Dept portal"", ""Trade_Licence_Authority"": ""Municipal Corporation/Council (city-specific)"", ""Trade_Licence_Mode"": ""Hybrid"", ""Notes"": ""HP does not levy Professional Tax""}"
S020,india_state_compliance_matrix.csv,21,,"{""State_UT"": ""Uttarakhand"", ""Professional_Tax_Applicable"": ""No"", ""PT_Registration_Type"": ""N/A"", ""PT_Max_Annual_Amount"": ""N/A — PT not levied"", ""PT_Return_Frequency"": ""N/A"", ""PT_Portal"": ""N/A"", ""Shops_Establishment_Act"": ""Uttarakhand Shops and Commercial Establishments Act (adopted from UP Act)"", ""SE_Registration_Mode"": ""Digital (Uttarakhand Labour Dept)"", ""SE_Validity"": ""Periodic renewal (state-specific)"", ""SE_Portal"": ""Uttarakhand Labour Dept portal"", ""Trade_Licence_Authority"": ""Municipal Corporation (city-specific)"", ""Trade_Licence_Mode"": ""Hybrid"", ""Notes"": ""Uttarakhand does not levy Professional Tax""}"
S021,india_state_compliance_matrix.csv,22,,"{""State_UT"": ""Goa"", ""Professional_Tax_Applicable"": ""No"", ""PT_Registration_Type"": ""N/A"", ""PT_Max_Annual_Amount"": ""N/A — PT not levied"", ""PT_Return_Frequency"": ""N/A"", ""PT_Portal"": ""N/A"", ""Shops_Establishment_Act"": ""Goa Shops and Establishments Act 1973"", ""SE_Registration_Mode"": ""Digital/Hybrid (Goa Labour Dept)"", ""SE_Validity"": ""Periodic renewal (state-specific)"", ""SE_Portal"": ""Goa Labour Dept portal"", ""Trade_Licence_Authority"": ""Municipal Corporation/Council (city-specific)"", ""Trade_Licence_Mode"": ""Hybrid"", ""Notes"": ""Goa does not levy Professional Tax""}"
S022,india_state_compliance_matrix.csv,23,,"{""State_UT"": ""Chhattisgarh"", ""Professional_Tax_Applicable"": ""Yes"", ""PT_Registration_Type"": ""PTRC (employer) / PTEC"", ""PT_Max_Annual_Amount"": ""Rs2,500/year"", ""PT_Return_Frequency"": ""Monthly/Annual (varies)"", ""PT_Portal"": ""Chhattisgarh Commercial Tax portal"", ""Shops_Establishment_Act"": ""Chhattisgarh Shops and Establishments Act (adopted from MP Act)"", ""SE_Registration_Mode"": ""Digital"", ""SE_Validity"": ""Periodic renewal (state-specific)"", ""SE_Portal"": ""Chhattisgarh Labour Dept portal"", ""Trade_Licence_Authority"": ""Municipal Corporation (city-specific)"", ""Trade_Licence_Mode"": ""Hybrid"", ""Notes"": """"}"
S023,india_state_compliance_matrix.csv,24,,"{""State_UT"": ""Puducherry"", ""Professional_Tax_Applicable"": ""Yes"", ""PT_Registration_Type"": ""PTEC/PTRC"", ""PT_Max_Annual_Amount"": ""Rs2,500/year"", ""PT_Return_Frequency"": ""Half-yearly"", ""PT_Portal"": ""Puducherry Commercial Tax portal"", ""Shops_Establishment_Act"": ""Puducherry Shops and Establishments Act"", ""SE_Registration_Mode"": ""Digital/Hybrid"", ""SE_Validity"": ""Periodic renewal (UT-specific)"", ""SE_Portal"": ""Puducherry Labour Dept portal"", ""Trade_Licence_Authority"": ""Puducherry Municipality"", ""Trade_Licence_Mode"": ""Hybrid"", ""Notes"": """"}"
S024,india_state_compliance_matrix.csv,25,,"{""State_UT"": ""Jammu & Kashmir (UT)"", ""Professional_Tax_Applicable"": ""No"", ""PT_Registration_Type"": ""N/A"", ""PT_Max_Annual_Amount"": ""N/A — PT not levied"", ""PT_Return_Frequency"": ""N/A"", ""PT_Portal"": ""N/A"", ""Shops_Establishment_Act"": ""J&K Shops and Establishments Act"", ""SE_Registration_Mode"": ""Hybrid"", ""SE_Validity"": ""Periodic renewal (UT-specific)"", ""SE_Portal"": ""J&K Labour Dept portal"", ""Trade_Licence_Authority"": ""Municipal Corporation/Committee (city-specific)"", ""Trade_Licence_Mode"": ""Hybrid"", ""Notes"": ""J&K does not levy Professional Tax""}"
S025,india_state_compliance_matrix.csv,26,,"{""State_UT"": ""Chandigarh (UT)"", ""Professional_Tax_Applicable"": ""No"", ""PT_Registration_Type"": ""N/A"", ""PT_Max_Annual_Amount"": ""N/A — PT not levied"", ""PT_Return_Frequency"": ""N/A"", ""PT_Portal"": ""N/A"", ""Shops_Establishment_Act"": ""Punjab Shops and Commercial Establishments Act 1958 (as extended to Chandigarh)"", ""SE_Registration_Mode"": ""Hybrid"", ""SE_Validity"": ""Periodic renewal (UT-specific)"", ""SE_Portal"": ""Chandigarh Labour Dept portal"", ""Trade_Licence_Authority"": ""Chandigarh Municipal Corporation"", ""Trade_Licence_Mode"": ""Hybrid"", ""Notes"": ""Chandigarh does not levy Professional Tax""}"
