item_id,item_type,reference_id,status,work_required
COV-GA-shops_establishments,state_topic,GA-shops_establishments,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available."
COV-GA-labour_welfare_fund,state_topic,GA-labour_welfare_fund,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available."
COV-GA-factory_licensing,state_topic,GA-factory_licensing,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available."
COV-GA-pollution_cte,state_topic,GA-pollution_cte,authority_directory_confirmed,"Check current industrial classification, consent exemptions, state form/fee/validity, renewal deadline, inspections and operating application endpoint."
COV-GA-pollution_cto,state_topic,GA-pollution_cto,authority_directory_confirmed,"Check current industrial classification, consent exemptions, state form/fee/validity, renewal deadline, inspections and operating application endpoint."
COV-GA-hazardous_waste,state_topic,GA-hazardous_waste,authority_directory_confirmed,"Check current industrial classification, consent exemptions, state form/fee/validity, renewal deadline, inspections and operating application endpoint."
COV-GA-fire_safety,state_topic,GA-fire_safety,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available."
COV-GA-municipal_trade,state_topic,GA-municipal_trade,discovery_only,Resolve municipality/panchayat/development authority and premises use. One city example cannot establish state-wide obligations or online completion.
COV-GA-building_occupancy,state_topic,GA-building_occupancy,discovery_only,Resolve municipality/panchayat/development authority and premises use. One city example cannot establish state-wide obligations or online completion.
COV-GA-state_drug_licensing,state_topic,GA-state_drug_licensing,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available."
COV-GA-excise,state_topic,GA-excise,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available."
COV-GA-legal_metrology,state_topic,GA-legal_metrology,partial_rule_research,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available."
COV-GA-rera,state_topic,GA-rera,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available."
COV-GA-psara,state_topic,GA-psara,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available."
COV-GA-state_food_safety,state_topic,GA-state_food_safety,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available."
COV-GA-groundwater,state_topic,GA-groundwater,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available."
COV-GA-boilers,state_topic,GA-boilers,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available."
COV-GJ-professional_tax,state_topic,GJ-professional_tax,imported_unverified,Original Yes/No retained in legacy_rows only; verify present levy/exemptions from current official law. A missing portal is not evidence of non-levy.
